experiment,lead_time,model_name,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
env_with_chla,T+1,RandomForest,0.56,0.9242009132420091,0.9946524064171123,0.6940298507462687,0.8175824175824176,0.9862432095868902,0.9619191541935136,0.8464103304517316,826,1,82,186
env_with_chla,T+1,RandomForest,0.57,0.9214611872146119,0.9945652173913043,0.6828358208955224,0.8097345132743363,0.9862432095868902,0.9619191541935136,0.8408133155263586,826,1,85,183
env_with_chla,T+1,RandomForest,0.58,0.9187214611872146,0.994475138121547,0.6716417910447762,0.8017817371937639,0.9862432095868902,0.9619191541935136,0.8352163006009854,826,1,88,180
env_with_chla,T+1,RandomForest,0.59,0.9168949771689497,0.994413407821229,0.664179104477612,0.796420581655481,0.9862432095868902,0.9619191541935136,0.8314849573174034,826,1,90,178
env_with_chla,T+1,RandomForest,0.6,0.9159817351598174,1.0,0.6567164179104478,0.7927927927927928,0.9862432095868902,0.9619191541935136,0.8283582089552239,827,0,92,176
env_with_chla,T+1,RandomForest,0.61,0.9141552511415525,1.0,0.6492537313432836,0.7873303167420814,0.9862432095868902,0.9619191541935136,0.8246268656716418,827,0,94,174
env_with_chla,T+1,RandomForest,0.62,0.9114155251141552,1.0,0.6380597014925373,0.7790432801822323,0.9862432095868902,0.9619191541935136,0.8190298507462687,827,0,97,171
env_with_chla,T+1,RandomForest,0.63,0.908675799086758,1.0,0.6268656716417911,0.7706422018348624,0.9862432095868902,0.9619191541935136,0.8134328358208955,827,0,100,168
env_with_chla,T+1,RandomForest,0.64,0.9031963470319635,1.0,0.6044776119402985,0.7534883720930232,0.9862432095868902,0.9619191541935136,0.8022388059701493,827,0,106,162
env_with_chla,T+1,RandomForest,0.65,0.8986301369863013,1.0,0.585820895522388,0.7388235294117647,0.9862432095868902,0.9619191541935136,0.792910447761194,827,0,111,157
env_with_chla,T+1,RandomForest,0.66,0.8922374429223744,1.0,0.5597014925373134,0.7177033492822966,0.9862432095868902,0.9619191541935136,0.7798507462686567,827,0,118,150
env_with_chla,T+1,RandomForest,0.67,0.8867579908675799,1.0,0.5373134328358209,0.6990291262135923,0.9862432095868902,0.9619191541935136,0.7686567164179104,827,0,124,144
env_with_chla,T+1,RandomForest,0.68,0.8767123287671232,1.0,0.4962686567164179,0.6633416458852868,0.9862432095868902,0.9619191541935136,0.7481343283582089,827,0,135,133
